Country Name,Country Code,Year,Literacy Rate,Unemployment Rate,GDP per Capita,Infant Mortality Rate,Health Expenditure,Poverty Rate,Region,IncomeGroup
Brunei Darussalam,BRN,1998,91.0,5.347,68256.8699705904,8.8,554.7110165040115,1.8,East Asia & Pacific,High income
Bhutan,BTN,1998,91.0,1.4,2818.99572527438,66.8,554.7110165040115,1.8,South Asia,Lower middle income
Botswana,BWA,1998,91.0,20.86,8267.59411140577,41.7,554.7110165040115,1.8,Sub-Saharan Africa,Upper middle income
Canada,CAN,1998,91.0,8.278,26319.6741635104,5.4,554.7110165040115,0.5,North America,High income
Switzerland,CHE,1998,91.0,3.568,33857.6531675935,4.8,554.7110165040115,1.8,Europe & Central Asia,High income
Chile,CHL,1998,91.0,7.307,8850.49171614285,10.0,554.7110165040115,7.4,Latin America & Caribbean,High income
China,CHN,1998,91.0,3.24,2483.25405950859,33.8,554.7110165040115,1.8,East Asia & Pacific,Upper middle income
Cameroon,CMR,1998,91.0,7.702,1975.15598939833,85.5,554.7110165040115,1.8,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,1998,91.0,3.188,481.289211863334,95.0,554.7110165040115,1.8,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,1998,91.0,19.895,3602.03351936562,73.3,554.7110165040115,1.8,Sub-Saharan Africa,Lower middle income
Colombia,COL,1998,91.0,15.0,6853.84144017033,23.0,554.7110165040115,1.8,Latin America & Caribbean,Upper middle income
Comoros,COM,1998,91.0,4.617,1522.37650461206,69.6,554.7110165040115,1.8,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,1998,91.0,13.117,2443.03655597717,35.5,554.7110165040115,1.8,Sub-Saharan Africa,Upper middle income
Costa Rica,CRI,1998,91.0,5.33,7306.03829106817,12.1,554.7110165040115,7.5,Latin America & Caribbean,High income
Cuba,CUB,1998,91.0,6.23,8849.52577762818,7.4,554.7110165040115,1.8,Latin America & Caribbean,Upper middle income
Cyprus,CYP,1998,91.0,3.3,18758.634765625,6.6,554.7110165040115,1.8,Europe & Central Asia,High income
Czechia,CZE,1998,91.0,6.455,15062.7620449105,5.2,554.7110165040115,1.8,Europe & Central Asia,High income
Germany,DEU,1998,91.0,9.787,25444.1511399187,4.7,554.7110165040115,0.0,Europe & Central Asia,High income
Djibouti,DJI,1998,91.0,27.013,8849.52577762818,83.1,554.7110165040115,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Denmark,DNK,1998,91.0,5.039,25797.1256223682,4.8,554.7110165040115,1.8,Europe & Central Asia,High income
Dominican Republic,DOM,1998,91.0,6.301,5963.18499180845,35.5,554.7110165040115,1.8,Latin America & Caribbean,Upper middle income
Algeria,DZA,1998,91.0,26.853,8502.88835946396,36.6,554.7110165040115,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income
Ecuador,ECU,1998,91.0,4.395,5940.44197535364,27.1,554.7110165040115,21.1,Latin America & Caribbean,Upper middle income
Eritrea,ERI,1998,91.0,5.441,1598.00219470142,55.0,554.7110165040115,1.8,Sub-Saharan Africa,Low income
Spain,ESP,1998,91.0,18.673,19081.5765441881,4.7,554.7110165040115,1.0,Europe & Central Asia,High income
Estonia,EST,1998,91.0,9.51,8450.51937523685,10.3,554.7110165040115,0.0,Europe & Central Asia,High income
Ethiopia,ETH,1998,91.0,3.494,435.801505698425,99.0,554.7110165040115,1.8,Sub-Saharan Africa,
Finland,FIN,1998,91.0,13.214,23568.3644795552,3.8,554.7110165040115,1.8,Europe & Central Asia,High income
Fiji,FJI,1998,91.0,4.747,5184.81408328009,16.9,554.7110165040115,1.8,East Asia & Pacific,Upper middle income
France,FRA,1998,91.0,12.074,23261.1895083173,4.4,554.7110165040115,0.0,Europe & Central Asia,High income
Gabon,GAB,1998,91.0,17.176,15137.804148017,53.0,554.7110165040115,1.8,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,1998,91.0,6.198,23687.6917522907,5.7,554.7110165040115,0.2,Europe & Central Asia,High income
Georgia,GEO,1998,91.0,14.53,2795.39447706365,32.7,554.7110165040115,26.8,Europe & Central Asia,Upper middle income
Ghana,GHA,1998,91.0,8.2,2166.64663101054,65.3,554.7110165040115,65.3,Sub-Saharan Africa,Lower middle income
Guinea,GIN,1998,91.0,4.488,1130.0430385777,104.6,554.7110165040115,1.8,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,1998,91.0,9.956,1571.50459237719,78.1,554.7110165040115,78.0,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,1998,91.0,3.39,860.790008706065,105.5,554.7110165040115,1.8,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,1998,91.0,7.886,5280.39000143916,111.6,554.7110165040115,1.8,Sub-Saharan Africa,Upper middle income
Greece,GRC,1998,91.0,12.227,17432.4259757982,6.3,554.7110165040115,1.8,Europe & Central Asia,High income
Guatemala,GTM,1998,91.0,2.609,4437.12460774704,43.9,554.7110165040115,13.4,Latin America & Caribbean,Upper middle income
Guam,GUM,1998,91.0,7.74,8849.52577762818,19.7,554.7110165040115,1.8,East Asia & Pacific,High income
Guyana,GUY,1998,91.0,11.731,5572.67440854641,43.3,554.7110165040115,13.0,Latin America & Caribbean,High income
"Hong Kong SAR, China",HKG,1998,91.0,4.58,25116.1287670722,19.7,554.7110165040115,1.8,East Asia & Pacific,High income
Honduras,HND,1998,91.0,4.02,2471.50328201957,41.2,554.7110165040115,32.3,Latin America & Caribbean,Lower middle income
Croatia,HRV,1998,91.0,11.392,9888.90637514599,7.7,554.7110165040115,0.0,Europe & Central Asia,High income
Haiti,HTI,1998,91.0,7.162,2152.00366307537,75.7,554.7110165040115,1.8,Latin America & Caribbean,Lower middle income
Hungary,HUN,1998,91.0,8.925,10414.6008714942,9.5,554.7110165040115,0.4,Europe & Central Asia,High income
Indonesia,IDN,1998,91.0,5.459,4355.77997397004,45.2,554.7110165040115,82.8,East Asia & Pacific,Upper middle income
India,IND,1998,91.0,7.639,1852.40649050297,70.2,554.7110165040115,1.8,South Asia,Lower middle income
Ireland,IRL,1998,91.0,7.699,25092.3392282376,6.1,554.7110165040115,1.8,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,1998,91.0,10.358,9864.06215552839,34.7,554.7110165040115,15.2,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income
Iraq,IRQ,1998,91.0,8.087,7964.05684933034,39.7,554.7110165040115,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income
Iceland,ISL,1998,91.0,3.069,28721.0932215283,3.6,554.7110165040115,1.8,Europe & Central Asia,High income
Israel,ISR,1998,91.0,10.749,22912.5092117856,6.1,554.7110165040115,1.8,"Middle East, North Africa, Afghanistan & Pakistan",High income
Italy,ITA,1998,91.0,12.117,25073.6527666681,5.3,554.7110165040115,1.7,Europe & Central Asia,High income
Jamaica,JAM,1998,91.0,6.86,6204.45453927436,20.1,554.7110165040115,1.8,Latin America & Caribbean,Upper middle income
Jordan,JOR,1998,91.0,13.838,5263.7700264692,24.2,554.7110165040115,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Japan,JPN,1998,91.0,4.078,25509.899595486,3.6,554.7110165040115,1.8,East Asia & Pacific,High income
Kazakhstan,KAZ,1998,91.0,13.13,6283.54590535624,40.5,554.7110165040115,1.8,Europe & Central Asia,Upper middle income
Kenya,KEN,1998,91.0,2.85,1895.01738202937,67.9,554.7110165040115,1.8,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,1998,91.0,1.632,1687.04763674764,48.8,554.7110165040115,43.7,Europe & Central Asia,Lower middle income
"Korea, Rep.",KOR,1998,91.0,6.963,14974.6595747118,6.6,554.7110165040115,1.8,East Asia & Pacific,High income
Kuwait,KWT,1998,91.0,0.7,58343.788184651,11.2,554.7110165040115,1.8,"Middle East, North Africa, Afghanistan & Pakistan",High income
Lao PDR,LAO,1998,91.0,2.294,1576.66363503368,92.1,554.7110165040115,1.8,East Asia & Pacific,Lower middle income
Lebanon,LBN,1998,91.0,8.564,7861.22582996991,19.4,554.7110165040115,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Liberia,LBR,1998,91.0,2.197,651.926408630182,139.5,554.7110165040115,1.8,Sub-Saharan Africa,Low income
Libya,LBY,1998,91.0,19.282,19639.1947320261,22.8,554.7110165040115,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income
St. Lucia,LCA,1998,91.0,21.6,8965.13400095429,16.0,554.7110165040115,1.8,Latin America & Caribbean,Upper middle income
Sri Lanka,LKA,1998,91.0,9.17,3952.04104435291,14.1,554.7110165040115,1.8,South Asia,Lower middle income
Lesotho,LSO,1998,91.0,15.983,1179.421705049,76.7,554.7110165040115,1.8,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,1998,91.0,13.711,7796.78718194725,9.3,554.7110165040115,1.0,Europe & Central Asia,High income
Luxembourg,LUX,1998,91.0,2.763,44267.1768586838,4.4,554.7110165040115,0.0,Europe & Central Asia,High income
Latvia,LVA,1998,91.0,14.454,6878.64308395672,13.4,554.7110165040115,3.3,Europe & Central Asia,High income
"Macao SAR, China",MAC,1998,91.0,4.607,33033.7357492063,19.7,554.7110165040115,1.8,East Asia & Pacific,High income
Morocco,MAR,1998,91.0,13.393,3740.35913085938,48.7,554.7110165040115,17.5,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Moldova,MDA,1998,91.0,10.0,2964.60151650533,32.1,554.7110165040115,31.9,Europe & Central Asia,Upper middle income
Madagascar,MDG,1998,91.0,5.9,1161.75088846904,71.0,554.7110165040115,1.8,Sub-Saharan Africa,Low income
Maldives,MDV,1998,91.0,1.47,7710.31812904907,41.2,554.7110165040115,1.8,South Asia,Upper middle income
Mexico,MEX,1998,91.0,3.733,10756.2174973203,26.1,554.7110165040115,21.9,Latin America & Caribbean,Upper middle income
North Macedonia,MKD,1998,91.0,34.5,5448.05722002764,16.3,554.7110165040115,3.3,Europe & Central Asia,Upper middle income
Malta,MLT,1998,91.0,6.33,16217.7990717381,7.2,554.7110165040115,1.8,"Middle East, North Africa, Afghanistan & Pakistan",High income
Myanmar,MMR,1998,91.0,0.776,741.817471588137,77.2,554.7110165040115,1.8,East Asia & Pacific,Lower middle income
Montenegro,MNE,1998,91.0,30.269,6168.47431425005,13.3,554.7110165040115,1.8,Europe & Central Asia,Upper middle income
Mongolia,MNG,1998,91.0,5.755,3554.76886731218,54.1,554.7110165040115,39.7,East Asia & Pacific,Upper middle income
Mozambique,MOZ,1998,91.0,2.64,422.267281574087,118.8,554.7110165040115,1.8,Sub-Saharan Africa,Low income
Mauritania,MRT,1998,91.0,9.984,2354.93828978346,71.3,554.7110165040115,1.8,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,1998,91.0,9.269,8118.17145296082,19.0,554.7110165040115,1.8,Sub-Saharan Africa,Upper middle income
Malaysia,MYS,1998,91.0,3.2,11398.0987122146,8.9,554.7110165040115,1.8,East Asia & Pacific,Upper middle income
Namibia,NAM,1998,91.0,23.081,4851.59229388401,48.7,554.7110165040115,1.8,Sub-Saharan Africa,Lower middle income
New Caledonia,NCL,1998,91.0,18.623,8849.52577762818,19.7,554.7110165040115,1.8,East Asia & Pacific,High income
Niger,NER,1998,91.0,1.389,801.046939699916,115.0,554.7110165040115,1.8,Sub-Saharan Africa,Low income
Nigeria,NGA,1998,91.0,3.935,2145.70603220994,101.6,554.7110165040115,1.8,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,1998,91.0,7.187,2497.44940017119,37.3,554.7110165040115,34.7,Latin America & Caribbean,Lower middle income
Netherlands,NLD,1998,91.0,4.394,27746.9871300647,5.3,554.7110165040115,1.8,Europe & Central Asia,High income
Norway,NOR,1998,91.0,3.737,28198.4317655443,4.1,554.7110165040115,1.8,Europe & Central Asia,High income
Nepal,NPL,1998,91.0,10.551,1186.92485601989,68.6,554.7110165040115,1.8,South Asia,Lower middle income
New Zealand,NZL,1998,91.0,7.718,19319.9835645765,6.4,554.7110165040115,1.8,East Asia & Pacific,High income
Oman,OMN,1998,91.0,4.259,36665.641851936,15.4,554.7110165040115,1.8,"Middle East, North Africa, Afghanistan & Pakistan",High income
Panama,PAN,1998,91.0,6.23,7407.54986464488,21.2,554.7110165040115,19.8,Latin America & Caribbean,High income
Peru,PER,1998,91.0,5.096,4791.40570145125,35.1,554.7110165040115,25.7,Latin America & Caribbean,Upper middle income
Philippines,PHL,1998,91.0,3.698,3160.36474781936,28.3,554.7110165040115,1.8,East Asia & Pacific,Lower middle income
Papua New Guinea,PNG,1998,91.0,2.862,2284.93358065647,57.6,554.7110165040115,1.8,East Asia & Pacific,Lower middle income
Poland,POL,1998,91.0,9.935,9520.08191844286,9.5,554.7110165040115,0.2,Europe & Central Asia,High income
Puerto Rico (US),PRI,1998,91.0,13.46,20479.5637981595,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
"Korea, Dem. People's Rep.",PRK,1998,91.0,2.871,8849.52577762818,61.4,554.7110165040115,1.8,East Asia & Pacific,Low income
Portugal,PRT,1998,91.0,4.64,16686.9426713769,6.3,554.7110165040115,1.8,Europe & Central Asia,High income
Paraguay,PRY,1998,91.0,4.417,7226.70095729701,29.9,554.7110165040115,1.8,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,1998,91.0,10.422,2851.63309846585,28.2,554.7110165040115,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
French Polynesia,PYF,1998,91.0,11.797,8849.52577762818,19.7,554.7110165040115,1.8,East Asia & Pacific,High income
Qatar,QAT,1998,91.0,0.87,84486.1703421424,11.2,554.7110165040115,1.8,"Middle East, North Africa, Afghanistan & Pakistan",High income
Romania,ROU,1998,91.0,5.63,5544.2829162737,20.2,554.7110165040115,3.6,Europe & Central Asia,High income
Russian Federation,RUS,1998,91.0,13.261,5465.05615234375,16.8,554.7110165040115,4.0,Europe & Central Asia,High income
Rwanda,RWA,1998,91.0,11.352,527.974251936254,124.3,554.7110165040115,1.8,Sub-Saharan Africa,Low income
Sudan,SDN,1998,91.0,15.336,2427.79565429688,74.4,554.7110165040115,1.8,Sub-Saharan Africa,Low income
Senegal,SEN,1998,91.0,2.769,1798.39199954837,77.0,554.7110165040115,1.8,Sub-Saharan Africa,Lower middle income
Singapore,SGP,1998,91.0,3.41,37559.6121638987,3.4,554.7110165040115,1.8,East Asia & Pacific,High income
Solomon Islands,SLB,1998,91.0,2.164,1785.438491952,23.8,554.7110165040115,1.8,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,1998,91.0,4.161,1179.67309085036,127.8,554.7110165040115,1.8,Sub-Saharan Africa,Low income
El Salvador,SLV,1998,91.0,7.1,4171.27578577095,29.8,554.7110165040115,26.3,Latin America & Caribbean,Upper middle income
Somalia,SOM,1998,91.0,19.169,424.600856356376,104.3,554.7110165040115,1.8,Sub-Saharan Africa,Low income
Serbia,SRB,1998,91.0,13.7,6458.94213420734,12.3,554.7110165040115,1.8,Europe & Central Asia,Upper middle income
South Sudan,SSD,1998,91.0,12.072,8849.52577762818,234.6,554.7110165040115,1.8,Sub-Saharan Africa,Low income
Sao Tome and Principe,STP,1998,91.0,14.402,1753.90494504665,56.9,554.7110165040115,1.8,Sub-Saharan Africa,Lower middle income
Suriname,SUR,1998,91.0,10.63,7520.86178300278,29.2,554.7110165040115,1.8,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,1998,91.0,12.421,10665.7089392657,8.8,554.7110165040115,1.8,Europe & Central Asia,High income
Slovenia,SVN,1998,91.0,7.4,15992.4435924108,5.1,554.7110165040115,0.0,Europe & Central Asia,High income
Sweden,SWE,1998,91.0,8.941,25895.3520282094,3.5,554.7110165040115,1.8,Europe & Central Asia,High income
Eswatini,SWZ,1998,91.0,23.195,4157.31606445527,69.7,554.7110165040115,1.8,Sub-Saharan Africa,Lower middle income
Chad,TCD,1998,91.0,0.727,1091.20544539735,105.3,554.7110165040115,1.8,Sub-Saharan Africa,Low income
Togo,TGO,1998,91.0,3.826,1318.33668241399,74.9,554.7110165040115,1.8,Sub-Saharan Africa,Low income
Thailand,THA,1998,91.0,3.404,6589.55842688859,20.5,554.7110165040115,5.7,East Asia & Pacific,Upper middle income
Tajikistan,TJK,1998,91.0,4.65,904.966780638461,71.8,554.7110165040115,1.8,Europe & Central Asia,Lower middle income
Turkmenistan,TKM,1998,91.0,12.2,3431.57601757848,64.0,554.7110165040115,35.1,Europe & Central Asia,Upper middle income
Timor-Leste,TLS,1998,91.0,3.445,1107.95282083234,126.2,554.7110165040115,1.8,East Asia & Pacific,Lower middle income
Tonga,TON,1998,91.0,3.356,3527.02647163628,14.5,554.7110165040115,1.8,East Asia & Pacific,Upper middle income
Tunisia,TUN,1998,91.0,15.476,5579.38725673079,26.7,554.7110165040115,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Turkiye,TUR,1998,91.0,6.888,8759.17249981723,35.8,554.7110165040115,1.8,Europe & Central Asia,Upper middle income
Tanzania,TZA,1998,91.0,3.28,1081.615234375,93.8,554.7110165040115,1.8,Sub-Saharan Africa,Lower middle income
Uganda,UGA,1998,91.0,3.437,1036.73431787156,95.5,554.7110165040115,1.8,Sub-Saharan Africa,Low income
Ukraine,UKR,1998,91.0,11.32,3794.33911132813,18.9,554.7110165040115,1.8,Europe & Central Asia,Upper middle income
Uruguay,URY,1998,91.0,9.362,11002.1262084323,16.0,554.7110165040115,0.9,Latin America & Caribbean,High income
United States,USA,1998,91.0,4.511,32853.6725949234,7.3,554.7110165040115,0.7,North America,High income
Uzbekistan,UZB,1998,91.0,13.3,2417.82621506529,58.5,554.7110165040115,79.8,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,1998,91.0,20.514,6025.60122814873,19.4,554.7110165040115,1.8,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,1998,91.0,11.15,11898.294150672,19.1,554.7110165040115,14.9,Latin America & Caribbean,
Virgin Islands (U.S.),VIR,1998,91.0,11.187,8849.52577762818,19.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Viet Nam,VNM,1998,91.0,2.29,2308.28163601792,23.9,554.7110165040115,1.8,East Asia & Pacific,Lower middle income
Vanuatu,VUT,1998,91.0,8.24,2090.83944219603,22.2,554.7110165040115,1.8,East Asia & Pacific,Lower middle income
Samoa,WSM,1998,91.0,4.128,2791.81766166344,17.5,554.7110165040115,1.8,East Asia & Pacific,Upper middle income
"Yemen, Rep.",YEM,1998,91.0,10.829,2442.37484504391,82.1,554.7110165040115,15.4,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Zambia,ZMB,1998,91.0,12.0,1600.62825155996,94.4,554.7110165040115,56.6,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,1998,91.0,6.39,2307.30570437279,58.3,554.7110165040115,1.8,Sub-Saharan Africa,Lower middle income
Afghanistan,AFG,1999,91.0,7.903,8849.52577762818,113.0,554.7110165040115,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Low income
Angola,AGO,1999,91.0,16.593,3262.97552888306,117.6,554.7110165040115,1.8,Sub-Saharan Africa,Lower middle income
Albania,ALB,1999,91.0,20.835,3549.28442451948,18.7,554.7110165040115,1.8,Europe & Central Asia,Upper middle income
Argentina,ARG,1999,91.0,14.05,11463.8533083263,17.3,554.7110165040115,5.9,Latin America & Caribbean,Upper middle income
Armenia,ARM,1999,91.0,11.2,2376.51916946578,29.3,554.7110165040115,21.2,Europe & Central Asia,Upper middle income
Australia,AUS,1999,91.0,6.876,25485.39144594,5.2,554.7110165040115,1.8,East Asia & Pacific,High income
Austria,AUT,1999,91.0,4.699,27500.084954534,4.6,554.7110165040115,0.2,Europe & Central Asia,High income
Burundi,BDI,1999,91.0,3.125,522.752475828424,91.0,554.7110165040115,1.8,Sub-Saharan Africa,Low income
Belgium,BEL,1999,91.0,8.649,25440.8411888638,5.0,554.7110165040115,1.8,Europe & Central Asia,High income
Benin,BEN,1999,91.0,0.949,1592.13782139447,81.4,554.7110165040115,1.8,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,1999,91.0,2.549,886.434090650903,94.2,554.7110165040115,1.8,Sub-Saharan Africa,Low income
Bangladesh,BGD,1999,91.0,3.087,1429.9864525185,63.3,554.7110165040115,1.8,South Asia,Lower middle income
Bulgaria,BGR,1999,91.0,14.1,5807.81319081372,14.9,554.7110165040115,1.8,Europe & Central Asia,High income
Bahrain,BHR,1999,91.0,1.115,43560.5377467354,11.1,554.7110165040115,1.8,"Middle East, North Africa, Afghanistan & Pakistan",High income
"Bahamas, The",BHS,1999,91.0,7.45,24183.56794214,13.7,554.7110165040115,1.8,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,1999,91.0,24.284,3874.34135632972,8.9,554.7110165040115,1.8,Europe & Central Asia,Upper middle income
Belize,BLZ,1999,91.0,12.84,6800.70134759785,20.3,554.7110165040115,22.5,Latin America & Caribbean,Upper middle income
Bolivia,BOL,1999,91.0,2.303,3259.82944820838,62.7,554.7110165040115,24.6,Latin America & Caribbean,Lower middle income
Brazil,BRA,1999,91.0,11.125,8634.60784569515,31.0,554.7110165040115,20.0,Latin America & Caribbean,Upper middle income
Barbados,BRB,1999,91.0,10.61,14089.9153162191,12.9,554.7110165040115,1.8,Latin America & Caribbean,High income
Brunei Darussalam,BRN,1999,91.0,5.434,70584.6097100671,8.6,554.7110165040115,1.8,East Asia & Pacific,High income
Bhutan,BTN,1999,91.0,1.4,3017.48876253666,63.4,554.7110165040115,1.8,South Asia,Lower middle income
Botswana,BWA,1999,91.0,18.236,8998.59902267893,42.4,554.7110165040115,1.8,Sub-Saharan Africa,Upper middle income
Canada,CAN,1999,91.0,7.583,27841.3533496575,5.3,554.7110165040115,0.5,North America,High income
Switzerland,CHE,1999,91.0,3.053,34742.6318631555,4.7,554.7110165040115,1.8,Europe & Central Asia,High income
Chile,CHL,1999,91.0,11.158,8838.75917185618,9.7,554.7110165040115,1.8,Latin America & Caribbean,High income
China,CHN,1999,91.0,3.25,2689.85156589718,31.9,554.7110165040115,58.4,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,1999,91.0,4.415,3064.79944793741,93.2,554.7110165040115,1.8,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1999,91.0,7.601,2038.66378898995,84.4,554.7110165040115,1.8,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,1999,91.0,3.22,451.826005157839,93.3,554.7110165040115,1.8,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,1999,91.0,20.11,3463.85452984899,73.9,554.7110165040115,1.8,Sub-Saharan Africa,Lower middle income
Colombia,COL,1999,91.0,20.06,6543.8672116341,22.3,554.7110165040115,28.2,Latin America & Caribbean,Upper middle income
Comoros,COM,1999,91.0,4.546,1545.83508160782,67.1,554.7110165040115,1.8,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,1999,91.0,13.13,2714.0965601233,32.3,554.7110165040115,1.8,Sub-Saharan Africa,Upper middle income
Costa Rica,CRI,1999,91.0,5.9,7563.24416721017,11.7,554.7110165040115,9.3,Latin America & Caribbean,High income
Cuba,CUB,1999,91.0,6.26,8849.52577762818,7.1,554.7110165040115,1.8,Latin America & Caribbean,Upper middle income
Cyprus,CYP,1999,91.0,5.532,19662.7109375,6.2,554.7110165040115,1.8,Europe & Central Asia,High income
Czechia,CZE,1999,91.0,8.702,15493.9796685778,4.8,554.7110165040115,1.8,Europe & Central Asia,High income
Germany,DEU,1999,91.0,8.854,26517.9342856214,4.5,554.7110165040115,0.0,Europe & Central Asia,High income
Djibouti,DJI,1999,91.0,26.74,8849.52577762818,82.0,554.7110165040115,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
Denmark,DNK,1999,91.0,5.141,26642.2215588617,4.8,554.7110165040115,1.8,Europe & Central Asia,High income
Dominican Republic,DOM,1999,91.0,6.308,6304.73320437856,34.5,554.7110165040115,1.8,Latin America & Caribbean,Upper middle income
Algeria,DZA,1999,91.0,28.548,8776.44209483463,35.7,554.7110165040115,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income
Ecuador,ECU,1999,91.0,4.658,5637.91693263629,25.5,554.7110165040115,26.9,Latin America & Caribbean,Upper middle income
Eritrea,ERI,1999,91.0,5.553,1597.12992240195,60.2,554.7110165040115,1.8,Sub-Saharan Africa,Low income
Spain,ESP,1999,91.0,15.475,19938.1786773173,4.5,554.7110165040115,0.7,Europe & Central Asia,High income
Estonia,EST,1999,91.0,11.573,8412.06677647343,9.5,554.7110165040115,1.8,Europe & Central Asia,High income
Ethiopia,ETH,1999,91.0,3.714,450.486020106421,95.6,554.7110165040115,65.9,Sub-Saharan Africa,
Finland,FIN,1999,91.0,11.693,24761.8165565638,3.6,554.7110165040115,1.8,Europe & Central Asia,High income
Fiji,FJI,1999,91.0,4.702,5655.08668031431,16.7,554.7110165040115,1.8,East Asia & Pacific,Upper middle income
France,FRA,1999,91.0,11.981,24203.8755920062,4.2,554.7110165040115,0.0,Europe & Central Asia,High income
Gabon,GAB,1999,91.0,17.572,13628.8627465984,51.9,554.7110165040115,1.8,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,1999,91.0,6.042,24493.5013657365,5.6,554.7110165040115,0.2,Europe & Central Asia,High income
Georgia,GEO,1999,91.0,13.8,2976.85797333062,31.1,554.7110165040115,32.7,Europe & Central Asia,Upper middle income
Ghana,GHA,1999,91.0,10.1,2238.66523268803,63.7,554.7110165040115,1.8,Sub-Saharan Africa,Lower middle income
Guinea,GIN,1999,91.0,4.509,1163.36009312694,100.8,554.7110165040115,1.8,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,1999,91.0,9.804,1649.27952578781,75.6,554.7110165040115,1.8,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,1999,91.0,3.539,1000.60568713344,102.9,554.7110165040115,1.8,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,1999,91.0,7.954,6469.8387411234,109.2,554.7110165040115,1.8,Sub-Saharan Africa,Upper middle income
Greece,GRC,1999,91.0,12.138,17758.0055742801,5.9,554.7110165040115,1.8,Europe & Central Asia,High income
Guatemala,GTM,1999,91.0,2.567,4556.92065212543,42.3,554.7110165040115,1.8,Latin America & Caribbean,Upper middle income
Guam,GUM,1999,91.0,13.95,8849.52577762818,19.7,554.7110165040115,1.8,East Asia & Pacific,High income
Guyana,GUY,1999,91.0,11.802,5811.999707641,42.3,554.7110165040115,1.8,Latin America & Caribbean,High income
"Hong Kong SAR, China",HKG,1999,91.0,6.25,25861.843946442,19.7,554.7110165040115,1.8,East Asia & Pacific,High income
Honduras,HND,1999,91.0,3.85,2423.4972788203,30.8,554.7110165040115,32.1,Latin America & Caribbean,Lower middle income
Croatia,HRV,1999,91.0,13.559,9942.64166690801,7.5,554.7110165040115,0.0,Europe & Central Asia,High income
Haiti,HTI,1999,91.0,7.2,2200.58953485606,73.1,554.7110165040115,1.8,Latin America & Caribbean,Lower middle income
Hungary,HUN,1999,91.0,6.929,10892.4856104468,9.1,554.7110165040115,0.7,Europe & Central Asia,High income
Indonesia,IDN,1999,91.0,6.358,4385.93971371397,43.2,554.7110165040115,66.2,East Asia & Pacific,Upper middle income
India,IND,1999,91.0,7.617,2006.27286702604,68.2,554.7110165040115,1.8,South Asia,Lower middle income
Ireland,IRL,1999,91.0,5.804,27041.3474221597,6.1,554.7110165040115,1.8,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,1999,91.0,11.173,10059.6856494408,33.1,554.7110165040115,1.8,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income
